"AUXRR202.Code.or.Value","AUXRR202.Value.Description","AUXRR202.Count","AUXRR202.Cumulative","AUXRR202.Skip.to.Item"
"-40 to 60","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
