"CIQD050.Code.or.Value","CIQD050.Value.Description","CIQD050.Count","CIQD050.Cumulative","CIQD050.Skip.to.Item"
"1","Yes",2,2,NA
"2","No",20,22,NA
"7","Refuse",0,22,NA
"9","Don't know",0,22,NA
".","Missing",828,850,NA
