"WBXF059.Code.or.Value","WBXF059.Value.Description","WBXF059.Count","WBXF059.Cumulative","WBXF059.Skip.to.Item"
"2000 to 2000","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
