"SMQ780.Code.or.Value","SMQ780.Value.Description","SMQ780.Count","SMQ780.Cumulative","SMQ780.Skip.to.Item"
"1 to 40","Range of Values",131,131,NA
"77","Refused",0,131,NA
"99","Don't know",0,131,NA
".","Missing",6418,6549,NA
