"AUQ138.Code.or.Value","AUQ138.Value.Description","AUQ138.Count","AUQ138.Cumulative","AUQ138.Skip.to.Item"
"1","Yes",303,303,NA
"2","No",5370,5673,NA
"7","Refused",0,5673,NA
"9","Don't know",46,5719,NA
".","Missing",3856,9575,NA
