"CIQD073.Code.or.Value","CIQD073.Value.Description","CIQD073.Count","CIQD073.Cumulative","CIQD073.Skip.to.Item"
"1","Yes",6,6,NA
"2","No",1,7,NA
"7","Refuse",0,7,NA
"9","Don't know",0,7,NA
".","Missing",843,850,NA
