"TYXP222.Code.or.Value","TYXP222.Value.Description","TYXP222.Count","TYXP222.Cumulative","TYXP222.Skip.to.Item"
"-296 to 164","Range of Values",161,161,NA
".","Missing",5424,5585,NA
