"SMD680.Code.or.Value","SMD680.Value.Description","SMD680.Count","SMD680.Cumulative","SMD680.Skip.to.Item"
"1","Yes",1367,1367,""
"2","No",4957,6324,"SMAQUEX"
"7","Refused",0,6324,"SMAQUEX"
"9","Don't know",1,6325,"SMAQUEX"
".","Missing",433,6758,""
