"SXQ809.Code.or.Value","SXQ809.Value.Description","SXQ809.Count","SXQ809.Cumulative","SXQ809.Skip.to.Item"
"1","Yes",112,112,NA
"2","No",1952,2064,NA
"7","Refused",0,2064,NA
"9","Don't know",2,2066,NA
".","Missing",2777,4843,NA
