"AUXLR173.Code.or.Value","AUXLR173.Value.Description","AUXLR173.Count","AUXLR173.Cumulative","AUXLR173.Skip.to.Item"
"-23 to 48","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
