"KIQ121.Code.or.Value","KIQ121.Value.Description","KIQ121.Count","KIQ121.Cumulative","KIQ121.Skip.to.Item"
"1","Yes",423,423,""
"2","No",1313,1736,"KIQ361"
"7","Refused",1,1737,"KIQ361"
"9","Don't know",6,1743,"KIQ361"
".","Missing",3964,5707,""
