"CBQ855.Code.or.Value","CBQ855.Value.Description","CBQ855.Count","CBQ855.Cumulative","CBQ855.Skip.to.Item"
"1","Yes",327,327,NA
"2","No",467,794,NA
"7","Refused",0,794,NA
"9","Don't know",0,794,NA
".","Missing",4470,5264,NA
