"CBQ590.Code.or.Value","CBQ590.Value.Description","CBQ590.Count","CBQ590.Cumulative","CBQ590.Skip.to.Item"
"1","Often",1392,1392,NA
"2","Sometimes",1804,3196,NA
"3","Rarely",937,4133,NA
"4","Never",1113,5246,NA
"7","Refused",0,5246,NA
"9","Don't know",8,5254,NA
".","Missing",4717,9971,NA
