"AUXLR184.Code.or.Value","AUXLR184.Value.Description","AUXLR184.Count","AUXLR184.Cumulative","AUXLR184.Skip.to.Item"
"-23 to 55","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
