"TYXP131.Code.or.Value","TYXP131.Value.Description","TYXP131.Count","TYXP131.Cumulative","TYXP131.Skip.to.Item"
"-288 to 75","Range of Values",4683,4683,NA
".","Missing",902,5585,NA
