"SXQ270.Code.or.Value","SXQ270.Value.Description","SXQ270.Count","SXQ270.Cumulative","SXQ270.Skip.to.Item"
"1","Yes",15,15,NA
"2","No",3183,3198,NA
"7","Refused",0,3198,NA
"9","Don't know",1,3199,NA
".","Missing",1644,4843,NA
