"TYXP062.Code.or.Value","TYXP062.Value.Description","TYXP062.Count","TYXP062.Cumulative","TYXP062.Skip.to.Item"
"-150 to 176","Range of Values",5582,5582,NA
".","Missing",3,5585,NA
