"TYXP227.Code.or.Value","TYXP227.Value.Description","TYXP227.Count","TYXP227.Cumulative","TYXP227.Skip.to.Item"
"-298 to 159","Range of Values",145,145,NA
".","Missing",5440,5585,NA
