"AUDTYL17.Code.or.Value","AUDTYL17.Value.Description","AUDTYL17.Count","AUDTYL17.Cumulative","AUDTYL17.Skip.to.Item"
"0 to 2.31","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
