"AUQ147.Code.or.Value","AUQ147.Value.Description","AUQ147.Count","AUQ147.Cumulative","AUQ147.Skip.to.Item"
"1","Yes",215,215,""
"2","No",3138,3353,"AUQ630"
"7","Refused",0,3353,"AUQ630"
"9","Don't know",0,3353,"AUQ630"
".","Missing",5544,8897,""
