"TYXA172.Code.or.Value","TYXA172.Value.Description","TYXA172.Count","TYXA172.Cumulative","TYXA172.Skip.to.Item"
"0.09 to 6.377","Range of Values",1350,1350,NA
".","Missing",4235,5585,NA
