"AUXRR211.Code.or.Value","AUXRR211.Value.Description","AUXRR211.Count","AUXRR211.Cumulative","AUXRR211.Skip.to.Item"
"-41 to 48","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
