"WBXA002.Code.or.Value","WBXA002.Value.Description","WBXA002.Count","WBXA002.Cumulative","WBXA002.Skip.to.Item"
"-4.6738 to 1","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
