"RFXC169.Code.or.Value","RFXC169.Value.Description","RFXC169.Count","RFXC169.Cumulative","RFXC169.Skip.to.Item"
"-0.9 to 0.676","Range of Values",33667,33667,NA
".","Missing",54,33721,NA
