"MCQ210.Code.or.Value","MCQ210.Value.Description","MCQ210.Count","MCQ210.Cumulative","MCQ210.Skip.to.Item"
"1","Yes",154,154,NA
"2","No",366,520,NA
"7","Refused",0,520,NA
"9","Don't know",6,526,NA
".","Missing",8967,9493,NA
