"TYXP156.Code.or.Value","TYXP156.Value.Description","TYXP156.Count","TYXP156.Cumulative","TYXP156.Skip.to.Item"
"-289 to 195","Range of Values",2527,2527,NA
".","Missing",3058,5585,NA
