"AUDTYL61.Code.or.Value","AUDTYL61.Value.Description","AUDTYL61.Count","AUDTYL61.Cumulative","AUDTYL61.Skip.to.Item"
"0 to 2.78","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
