"CSQ210.Code.or.Value","CSQ210.Value.Description","CSQ210.Count","CSQ210.Cumulative","CSQ210.Skip.to.Item"
"1","Yes",2738,2738,NA
"2","No",1030,3768,NA
"7","Refused",0,3768,NA
"9","Don't know",47,3815,NA
".","Missing",0,3815,NA
