"AUXRR163.Code.or.Value","AUXRR163.Value.Description","AUXRR163.Count","AUXRR163.Cumulative","AUXRR163.Skip.to.Item"
"-23 to 116","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
