"AUXLR182.Code.or.Value","AUXLR182.Value.Description","AUXLR182.Count","AUXLR182.Cumulative","AUXLR182.Skip.to.Item"
"-19 to 64","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
