"TYXP250.Code.or.Value","TYXP250.Value.Description","TYXP250.Count","TYXP250.Cumulative","TYXP250.Skip.to.Item"
"-299 to 151","Range of Values",77,77,NA
".","Missing",5508,5585,NA
