"CIQD034.Code.or.Value","CIQD034.Value.Description","CIQD034.Count","CIQD034.Cumulative","CIQD034.Skip.to.Item"
"1","Yes",26,26,""
"2","No",37,63,"CIQD036"
"7","Refuse",0,63,"CIQD036"
"9","Don't know",0,63,"CIQD036"
".","Missing",787,850,""
