"CBQ660.Code.or.Value","CBQ660.Value.Description","CBQ660.Count","CBQ660.Cumulative","CBQ660.Skip.to.Item"
"1","Very important",1347,1347,""
"2","Somewhat important",890,2237,""
"3","Not too important",158,2395,""
"4","Not at all important",51,2446,""
"5","Never buy from a grocery store or supermarket",4,2450,"CBQ700"
"7","Refused",0,2450,""
"9","Don't know",0,2450,""
".","Missing",495,2945,""
