"CIQD023.Code.or.Value","CIQD023.Value.Description","CIQD023.Count","CIQD023.Cumulative","CIQD023.Skip.to.Item"
"1","Yes",12,12,""
"2","No",20,32,"CIQD025"
"7","Refuse",0,32,"CIQD025"
"9","Don't know",3,35,"CIQD025"
".","Missing",815,850,""
