"CIQD022.Code.or.Value","CIQD022.Value.Description","CIQD022.Count","CIQD022.Cumulative","CIQD022.Skip.to.Item"
"1","Yes",16,16,NA
"2","No",19,35,NA
"7","Refuse",0,35,NA
"9","Don't know",0,35,NA
".","Missing",815,850,NA
