"TYXP121.Code.or.Value","TYXP121.Value.Description","TYXP121.Count","TYXP121.Cumulative","TYXP121.Skip.to.Item"
"-294 to 88","Range of Values",5245,5245,NA
".","Missing",340,5585,NA
