"AUXLR146.Code.or.Value","AUXLR146.Value.Description","AUXLR146.Count","AUXLR146.Cumulative","AUXLR146.Skip.to.Item"
"-19 to 70","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
