"AUDTYL36.Code.or.Value","AUDTYL36.Value.Description","AUDTYL36.Count","AUDTYL36.Cumulative","AUDTYL36.Skip.to.Item"
"0 to 2.94","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
