"RHQ570.Code.or.Value","RHQ570.Value.Description","RHQ570.Count","RHQ570.Cumulative","RHQ570.Skip.to.Item"
"1","Yes",55,55,""
"2","No",233,288,"RHQ580"
"7","Refused",0,288,"RHQ580"
"9","Don't know",23,311,"RHQ580"
".","Missing",2975,3286,""
