"RFXC099.Code.or.Value","RFXC099.Value.Description","RFXC099.Count","RFXC099.Cumulative","RFXC099.Skip.to.Item"
"-5.963 to 4.802","Range of Values",33692,33692,NA
".","Missing",29,33721,NA
