"RFXT160.Code.or.Value","RFXT160.Value.Description","RFXT160.Count","RFXT160.Cumulative","RFXT160.Skip.to.Item"
"1397 to 1406","Range of Values",33668,33668,NA
".","Missing",53,33721,NA
