"AUXLR271.Code.or.Value","AUXLR271.Value.Description","AUXLR271.Count","AUXLR271.Cumulative","AUXLR271.Skip.to.Item"
"-21 to 80","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
