"AUXLR112.Code.or.Value","AUXLR112.Value.Description","AUXLR112.Count","AUXLR112.Cumulative","AUXLR112.Skip.to.Item"
"-50 to 67","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
