"AUXLR126.Code.or.Value","AUXLR126.Value.Description","AUXLR126.Count","AUXLR126.Cumulative","AUXLR126.Skip.to.Item"
"-71 to 63","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
