"RFXT006.Code.or.Value","RFXT006.Value.Description","RFXT006.Count","RFXT006.Cumulative","RFXT006.Skip.to.Item"
"35 to 44","Range of Values",33721,33721,NA
".","Missing",0,33721,NA
