"TYXP023.Code.or.Value","TYXP023.Value.Description","TYXP023.Count","TYXP023.Cumulative","TYXP023.Skip.to.Item"
"15 to 189","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
