"FSD411.Code.or.Value","FSD411.Value.Description","FSD411.Count","FSD411.Cumulative","FSD411.Skip.to.Item"
"1","Often",49,49,NA
"2","Sometimes",270,319,NA
"3","Never",3169,3488,NA
"7","Refused",7,3495,NA
"9","Don't know",10,3505,NA
".","Missing",7032,10537,NA
