"DBQ420.Code.or.Value","DBQ420.Value.Description","DBQ420.Count","DBQ420.Cumulative","DBQ420.Skip.to.Item"
"1","Free",908,908,NA
"2","Reduced price",103,1011,NA
"3","Full price",154,1165,NA
"7","Refused",0,1165,NA
"9","Don't know",2,1167,NA
".","Missing",8798,9965,NA
