"RHQ031.Code.or.Value","RHQ031.Value.Description","RHQ031.Count","RHQ031.Cumulative","RHQ031.Skip.to.Item"
"1","Yes",1552,1552,""
"2","No",1434,2986,"RHD043"
"7","Refused",5,2991,"RHQ060"
"9","Don't know",2,2993,"RHQ060"
".","Missing",293,3286,""
