"AUQ070.Code.or.Value","AUQ070.Value.Description","AUQ070.Count","AUQ070.Cumulative","AUQ070.Skip.to.Item"
"1","Yes",390,390,"AUQ395"
"2","No",205,595,""
"7","Refused",1,596,""
"9","Don't know",8,604,""
".","Missing",8293,8897,""
