"DIQ170.Code.or.Value","DIQ170.Value.Description","DIQ170.Count","DIQ170.Cumulative","DIQ170.Skip.to.Item"
"1","Yes",948,948,NA
"2","No",4911,5859,NA
"7","Refused",0,5859,NA
"9","Don't know",17,5876,NA
".","Missing",3021,8897,NA
