"WBXA031.Code.or.Value","WBXA031.Value.Description","WBXA031.Count","WBXA031.Cumulative","WBXA031.Skip.to.Item"
"-4.9175 to 1","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
