"CIQD049.Code.or.Value","CIQD049.Value.Description","CIQD049.Count","CIQD049.Cumulative","CIQD049.Skip.to.Item"
"1","Yes",3,3,NA
"2","No",19,22,NA
"7","Refuse",0,22,NA
"9","Don't know",0,22,NA
".","Missing",828,850,NA
