"SMQ930.Code.or.Value","SMQ930.Value.Description","SMQ930.Count","SMQ930.Cumulative","SMQ930.Skip.to.Item"
"8 to 70","Range of Values",1503,1503,NA
"7","7 years or less",20,1523,NA
"77777","Refused",0,1523,NA
"99999","Don't know",20,1543,NA
".","Missing",5458,7001,NA
