"AUXRR214.Code.or.Value","AUXRR214.Value.Description","AUXRR214.Count","AUXRR214.Cumulative","AUXRR214.Skip.to.Item"
"-41 to 48","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
