"AUDTYL42.Code.or.Value","AUDTYL42.Value.Description","AUDTYL42.Count","AUDTYL42.Cumulative","AUDTYL42.Skip.to.Item"
"0 to 4.63","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
