"AUXLR108.Code.or.Value","AUXLR108.Value.Description","AUXLR108.Count","AUXLR108.Cumulative","AUXLR108.Skip.to.Item"
"-56 to 98","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
