"TYXP155.Code.or.Value","TYXP155.Value.Description","TYXP155.Count","TYXP155.Cumulative","TYXP155.Skip.to.Item"
"-299 to 122","Range of Values",2986,2986,NA
".","Missing",2599,5585,NA
