"TYXP114.Code.or.Value","TYXP114.Value.Description","TYXP114.Count","TYXP114.Cumulative","TYXP114.Skip.to.Item"
"-295 to 120","Range of Values",5486,5486,NA
".","Missing",99,5585,NA
