"AUQ570.Code.or.Value","AUQ570.Value.Description","AUQ570.Count","AUQ570.Cumulative","AUQ570.Skip.to.Item"
"1","Yes",50,50,NA
"2","No",857,907,NA
"7","Refused",0,907,NA
"9","Don't know",12,919,NA
".","Missing",2212,3131,NA
