"AUXRR151.Code.or.Value","AUXRR151.Value.Description","AUXRR151.Count","AUXRR151.Cumulative","AUXRR151.Skip.to.Item"
"-24 to 48","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
