"DXXPT13X.Code.or.Value","DXXPT13X.Value.Description","DXXPT13X.Count","DXXPT13X.Cumulative","DXXPT13X.Skip.to.Item"
"652.6 to 1192.2","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
