"TYXP255.Code.or.Value","TYXP255.Value.Description","TYXP255.Count","TYXP255.Cumulative","TYXP255.Skip.to.Item"
"-299 to 151","Range of Values",72,72,NA
".","Missing",5513,5585,NA
