"OHQ131.Code.or.Value","OHQ131.Value.Description","OHQ131.Count","OHQ131.Cumulative","OHQ131.Skip.to.Item"
"1","Yes",304,304,NA
"2","No",5891,6195,NA
"7","Refused",0,6195,NA
"9","Don't know",7,6202,NA
".","Missing",2645,8847,NA
